City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,Yellowknife,90,CA,1552191169,84,62.45,-114.38,5,6.93
275,Springbok,64,ZA,1552191215,95,-29.67,17.88,49.3,7.63
276,Honiara,80,SB,1552191215,100,-9.43,159.96,76.66,0.92
277,Olginskaya,44,RU,1552191216,81,45.94,38.55,41.02,13
278,Kachiry,0,KZ,1552191216,64,53.07,76.1,3.58,5.61
279,Pangai,20,TO,1552186800,74,-19.8,-174.35,86,9.17
280,Rincon,75,US,1552191198,88,32.3,-81.24,66.2,5.82
281,Tabuk,0,PH,1552191219,53,17.41,121.44,82.19,2.37
282,Belmonte,0,PT,1552190493,96,40.36,-7.35,48,2.59
283,Souillac,90,FR,1552191130,87,45.6,-0.6,54,18.34
284,Bathsheba,20,BB,1552190400,69,13.22,-59.52,78.8,19.46
285,Labuhan,12,ID,1552191221,66,-2.54,115.51,87.82,2.15
286,Beloha,0,MG,1552191221,86,-25.17,45.06,70,10.65
287,Saint-Augustin,90,FR,1552191130,100,44.83,-0.61,55.4,11.41
288,Patos,0,BR,1552191124,71,-7.03,-37.28,73.33,6.96
289,Buchanan,20,LR,1552186800,94,5.88,-10.05,75.2,4.61
290,Kiunga,64,PG,1552191224,83,-6.12,141.3,81.47,2.37
291,Eureka,40,US,1552191144,100,40.8,-124.16,44.6,5.82
292,Sao Filipe,0,CV,1552191224,96,14.9,-24.5,70.49,17.25
293,Metro,68,ID,1552191224,84,-5.11,105.31,85.21,6.73
294,Zhuanghe,80,CN,1552191036,96,39.7,122.97,35.01,1.01
295,Dunedin,76,NZ,1552190939,88,-45.87,170.5,57.99,15.99
296,Salacgriva,88,LV,1552191016,92,57.75,24.36,35.01,5.99
297,Pauini,32,BR,1552191226,92,-7.71,-67,76.84,1.92
298,Matara,48,PE,1552191226,84,-13.74,-72.9,45.16,1.92
299,Clyde River,1,CA,1552186800,74,70.47,-68.59,-25.61,2.24
300,Maralal,0,KE,1552191226,84,1.1,36.7,51.41,3.71
301,Guerrero Negro,92,MX,1552191227,79,27.97,-114.04,56.68,10.65
302,Provideniya,80,RU,1552191227,100,64.42,-173.23,23.42,33.58
303,Kutahya,0,TR,1552186200,82,39.42,29.98,33.8,3.36
304,Ati,0,TD,1552191227,19,13.21,18.34,70.18,9.31
305,Cockburn Town,92,TC,1552191206,98,21.46,-71.14,77.87,20.27
306,Coracao de Jesus,0,BR,1552186800,61,-16.69,-44.37,78.8,4.5
307,Nome,90,US,1552191218,88,30.04,-94.42,72,6.93
308,Dalianwan,20,CN,1552191156,70,39.03,121.69,46.4,11.18
309,Longhua,76,CN,1552191230,98,29.21,106.21,54.47,4.05
310,Kloulklubed,90,PW,1552189800,78,7.04,134.26,82.4,14.99
311,Luderitz,8,NA,1552191230,83,-26.65,15.16,59.96,16.91
312,Salalah,0,OM,1552189800,12,17.01,54.1,80.6,11.41
313,Deep River,1,CA,1552190466,49,46.1,-77.49,24.8,6.93
314,Atar,0,MR,1552191231,43,20.52,-13.05,55.96,7.85
315,Shingu,75,JP,1552186800,72,33.72,135.99,59,16.11
316,Christchurch,92,NZ,1552191002,93,-43.53,172.64,63,11.41
317,Comodoro Rivadavia,0,AR,1552186800,81,-45.87,-67.48,53.6,0.02
318,Verkhniy Avzyan,92,RU,1552191231,92,53.53,57.54,29.86,11.99
319,Caraballeda,36,VE,1552191079,96,10.61,-66.85,75.71,15.23
320,Toamasina,75,MG,1552186800,94,-18.17,49.38,75.2,5.82
321,Tongren,32,CN,1552191233,97,27.72,109.18,53.39,3.49
322,Gillette,1,US,1552190952,85,44.29,-105.5,18,3.49
323,Dali,0,CN,1552191233,85,25.6,100.24,51.19,1.92
324,Mandalgovi,8,MN,1552191233,87,45.76,106.27,29.59,10.31
325,Faanui,68,PF,1552191234,99,-16.48,-151.75,84.62,9.19
326,Upernavik,20,GL,1552191234,100,72.79,-56.15,1.42,17.58
327,Marsa Matruh,0,EG,1552191234,75,31.35,27.25,34.31,3.04
328,Lincoln,90,US,1552191218,89,40.8,-96.67,32,29.97
329,Venado Tuerto,0,AR,1552191234,80,-33.75,-61.97,53.8,5.17
330,Fortuna,0,ES,1552191216,80,38.18,-1.13,51.01,5.82
331,Vanimo,68,PG,1552191235,100,-2.67,141.3,79.81,6.73
332,Sibiti,80,CG,1552191235,93,-3.69,13.35,72.29,3.04
333,Sechura,20,PE,1552191070,82,-5.56,-80.82,75.62,7.29
334,Russell,40,AR,1552186800,93,-33.01,-68.8,55.4,3.36
335,Marsh Harbour,56,BS,1552191235,100,26.54,-77.06,75.31,19.6
336,Port-Gentil,76,GA,1552191236,96,-0.72,8.78,81.43,4.16
337,Gudivada,20,IN,1552186800,83,16.43,80.99,82.4,2.26
338,Dankov,76,RU,1552191236,91,53.25,39.16,27.88,11.88
339,Ostrovnoy,88,RU,1552191236,90,68.05,39.51,19.24,15.46
340,Kavaratti,0,IN,1552191026,100,10.57,72.64,81.47,6.29
341,Ormara,0,PK,1552191236,98,25.21,64.64,66.76,7.63
342,Sovetskiy,64,RU,1552191237,89,56.76,48.47,28.64,12.77
343,Kokopo,92,PG,1552191238,100,-4.34,152.27,78.86,7.63
344,Klyuchevskiy,64,RU,1552191239,49,53.53,119.45,29.23,3.6
345,Samarai,36,PG,1552191239,100,-10.62,150.67,83.77,9.19
346,Altona,90,US,1552191090,86,41.11,-90.16,41,25.28
347,Baturyn,20,UA,1552191239,88,51.33,32.89,36.02,10.76
348,Inuvik,75,CA,1552186800,63,68.36,-133.71,28.4,9.17
349,Belyy Yar,0,RU,1552190400,20,53.6,91.39,30.2,11.18
350,Xunchang,80,CN,1552191239,92,28.45,104.71,52.76,3.38
351,Fairbanks,1,US,1552191033,51,64.84,-147.72,37.4,6.93
352,Nouakchott,0,MR,1552188600,93,18.08,-15.98,60.8,9.17
353,Homer,90,US,1552191231,86,59.64,-151.54,37.99,23.04
354,Mitsamiouli,75,KM,1552186800,83,-11.38,43.28,82.4,4.7
355,Sambava,44,MG,1552191241,100,-14.27,50.17,78.19,5.39
356,Varzea Grande,92,BR,1552191198,88,-29.42,-50.86,70,3.36
357,Ayna,0,ES,1552190411,75,38.55,-2.07,46.99,5.82
358,Dawson Creek,1,CA,1552186800,72,55.76,-120.23,19.4,4.7
359,Arevashogh,24,AM,1552190400,92,40.85,44.28,17.6,2.15
360,Boa Vista,0,BR,1552190400,54,2.82,-60.67,84.2,12.75
361,Chegdomyn,0,RU,1552191244,49,51.13,133.04,27.88,3.6
362,Manavalakurichi,20,IN,1552190400,62,8.13,77.3,89.6,3.36
363,Kaeo,44,NZ,1552190884,62,-35.1,173.78,73.99,5.99
364,Port Moresby,40,PG,1552186800,70,-9.47,147.16,87.8,17.22
365,Xuchang,0,CN,1552190400,38,34.03,113.82,60.8,8.95
366,Tecpan,20,GT,1552190435,77,14.76,-90.99,64.4,13.87
367,Bilibino,0,RU,1552191246,71,68.06,166.44,2.72,3.15
368,Carcassonne,0,FR,1552190833,87,43.21,2.35,57,8.05
369,Camacha,40,PT,1552188600,72,33.08,-16.33,60.8,13.87
370,Port Hedland,0,AU,1552190400,14,-20.31,118.58,113,13.87
371,Werda,90,DE,1552191209,93,50.44,12.3,44.01,6.93
372,Ahipara,12,NZ,1552191246,79,-35.17,173.16,70.04,9.19
373,Balabac,8,PH,1552191246,98,7.99,117.06,82.15,7.52
374,Mascota,5,MX,1552191010,100,20.53,-104.79,75,1.59
375,Severo-Yeniseyskiy,56,RU,1552191247,66,60.37,93.04,15.91,4.83
376,Deputatskiy,36,RU,1552191248,86,69.3,139.9,-7.68,3.83
377,Mercedes,8,UY,1552191249,78,-33.25,-58.03,65.23,11.1
378,Yeppoon,0,AU,1552190400,41,-23.13,150.74,91.4,10.29
379,Veraval,92,FR,1552191044,100,49.65,0.71,53.01,19.46
380,Petropavlovsk-Kamchatskiy,8,RU,1552190400,42,53.05,158.65,28.4,13.42
381,Puerto Quijarro,80,BO,1552191249,94,-19,-57.72,74.81,2.37
382,Omboue,76,GA,1552191249,100,-1.57,9.26,80.17,3.83
383,Vila,0,IT,1552191246,87,45.18,8.4,48.99,6.93
384,Gornopravdinsk,88,RU,1552191250,82,60.06,69.92,26.44,11.1
385,Najran,68,SA,1552191250,49,17.54,44.22,57.17,1.92
386,Fez,0,MA,1552188600,71,34.03,-5.02,50,8.05
387,Donskoye,0,RU,1552190400,36,45.45,41.98,48.2,4.47
388,Krasnorechenskiy,0,RU,1552191251,21,44.63,135.35,41.24,2.93
389,Mumbwa,76,ZM,1552191251,96,-14.99,27.06,64.33,6.85
390,Teberda,64,RU,1552191251,60,43.44,41.74,20.05,1.14
391,Manoel Urbano,36,BR,1552190976,95,-8.84,-69.26,73.82,1.36
392,Simplicio Mendes,64,BR,1552191253,66,-7.85,-41.91,78.1,7.4
393,Kavieng,76,PG,1552191253,100,-2.57,150.8,80.98,3.94
394,Hokitika,44,NZ,1552191254,75,-42.72,170.96,68.11,2.37
395,Muzaffarabad,12,PK,1552191254,64,34.37,73.47,41.29,3.38
396,Pacific Grove,90,US,1552191017,81,36.62,-121.92,48.99,6.93
397,Sahuaripa,92,MX,1552191254,52,29.05,-109.23,57.71,3.94
398,Valdivia,0,CL,1552190400,87,-39.81,-73.25,51.8,3.36
399,Palmer,75,AU,1552191207,69,-34.85,139.16,78.01,8.05
400,Sao Joao da Barra,64,BR,1552191013,97,-21.64,-41.05,82.96,18.59
401,Pullman,1,US,1552191030,78,46.73,-117.17,28.4,3.15
402,Anadyr,75,RU,1552191190,77,64.73,177.51,5,6.71
403,Bozhou,0,CN,1552191255,57,33.86,115.78,60.64,4.61
404,Sri Aman,75,MY,1552190400,66,1.24,111.46,89.6,2.24
405,Kaduy,40,RU,1552190400,74,59.2,37.15,30.2,6.71
406,Yaan,48,NG,1552191256,91,7.38,8.57,74.81,7.74
407,Waingapu,20,ID,1552191256,76,-9.65,120.26,85.66,3.15
408,Tangshan,0,CN,1552191256,57,39.63,118.17,50.11,9.64
409,Ralivka,90,UA,1552191112,80,49.5,23.23,41,22.37
410,Alta Floresta,64,BR,1552191256,93,-9.87,-56.08,76.48,1.92
411,Komsomolskiy,88,RU,1552191257,84,67.55,63.78,19.87,10.98
412,Obo,0,CF,1552191257,50,5.39,26.49,63.61,6.06
413,Blackwater,92,GB,1552191245,93,51.33,-0.78,52,3.36
414,Catalina Foothills,1,US,1552191035,43,32.3,-110.92,55.99,3.36
415,Saint George,0,GR,1552188000,43,39.45,22.34,55.4,5.82
416,Nago,0,IT,1552191248,93,45.88,10.89,48.2,3.36
417,Tougan,8,BF,1552191261,41,13.07,-3.07,62.21,5.61
418,Aksarka,80,RU,1552191261,89,66.56,67.8,21.22,10.87
419,Constitucion,40,MX,1552191016,21,23.99,-104.67,60.8,10.29
420,Itarema,76,BR,1552191262,95,-2.92,-39.92,74.72,4.27
421,Margate,75,AU,1552191254,40,-43.03,147.26,73.99,17.22
422,Sept-Iles,5,CA,1552190416,59,50.2,-66.38,7,5.82
423,Salinopolis,92,BR,1552191262,100,-0.61,-47.36,78.28,6.96
424,Zhaotong,100,CN,1552191262,75,27.34,103.71,43.67,3.38
425,Vrises,1,GR,1552191044,78,35.49,23.89,63,16.11
426,Maragogi,76,BR,1552191263,96,-9.01,-35.22,75.89,4.16
427,Taltal,8,CL,1552191264,90,-25.41,-70.49,57.04,1.03
428,Otukpo,48,NG,1552191264,91,7.19,8.13,74.81,7.74
429,Tromso,0,NO,1552190806,84,69.65,18.96,21.2,10.29
430,Miraflores,76,CO,1552191265,99,5.2,-73.14,50.11,1.25
431,San Joaquin,8,PH,1552191265,53,10.59,122.14,88.04,2.93
432,Xiaoweizhai,32,CN,1552191266,88,26.23,107.51,51.14,3.38
433,Teguise,0,ES,1552188600,77,29.06,-13.56,62.6,16.11
434,Canutama,32,BR,1552191266,98,-6.53,-64.38,75.67,0.69
435,Carbonia,0,IT,1552188000,100,39.17,8.53,46.4,6.93
436,Mazamet,90,FR,1552191133,93,43.49,2.38,57,1.12
437,Kedrovyy,40,RU,1552190400,62,56.17,91.82,23,11.18
438,Haikou,90,CN,1552190400,88,20.04,110.34,69.8,8.95
439,Yicheng,0,CN,1552191270,66,31.71,112.27,61.9,0.92
440,Huizhou,100,CN,1552191270,100,23.11,114.41,58.75,5.39
441,Vardo,90,US,1552191269,100,39.62,-77.74,37.4,5.82
442,Kysyl-Syr,32,RU,1552191271,61,63.9,122.77,15.86,7.07
443,Vestmanna,68,FO,1552189800,100,62.16,-7.17,32,4.7
444,Cherdakly,48,RU,1552190400,92,54.36,48.84,26.6,4.47
445,Kichmengskiy Gorodok,36,RU,1552191271,76,59.99,45.81,26.8,12.33
446,Halifax,5,CA,1552191068,85,44.65,-63.58,21,6.93
447,Pemba,75,MZ,1552186800,94,-12.97,40.52,77,5.82
448,Agadir,0,MA,1552188600,76,30.42,-9.58,51.8,4.7
449,The Pas,75,CA,1552187820,73,53.82,-101.24,19.4,9.17
450,Vanavara,64,RU,1552191272,58,60.35,102.28,16.54,11.65
451,Merauke,48,ID,1552191272,97,-8.49,140.4,83.23,3.6
452,Xiongzhou,40,CN,1552191271,62,32.34,118.83,63,4.47
453,Uzhur,56,RU,1552191272,47,55.32,89.85,23.38,5.39
454,Simonesti,48,RO,1552190400,81,46.33,25.1,48.2,13.87
455,Baoding,20,CN,1552191274,50,38.86,115.49,52.49,4.5
456,Kupiskis,92,LT,1552191274,95,55.83,24.97,36.74,22.28
457,Hay River,20,CA,1552186800,72,60.82,-115.79,17.6,11.41
458,Port Lincoln,80,AU,1552191275,83,-34.72,135.86,72.61,16.69
459,Fare,80,PF,1552191275,99,-16.7,-151.02,84.49,9.42
460,Mackenzie,1,CA,1552186800,78,55.34,-123.09,17.6,3.94
461,Esperance,20,TT,1552191007,83,10.24,-61.45,75.2,8.05
462,Nipawin,1,CA,1552186800,61,53.36,-104.02,14,11.41
463,Esso,64,RU,1552191276,85,55.93,158.7,13.48,1.36
464,Saint-Georges,0,CA,1552190492,68,46.12,-70.67,6.01,3
465,Cairns,90,AU,1552190418,83,-16.92,145.77,82.99,13.87
466,Aranos,0,NA,1552191281,34,-24.14,19.11,64.06,8.19
467,Kupang,90,ID,1552190400,94,-10.16,123.6,75.2,10.29
468,Kristiansund,88,NO,1552189800,80,63.12,7.73,30.2,27.51
469,Nunoa,92,PE,1552191281,98,-14.48,-70.64,34.67,1.92
470,Beipiao,56,CN,1552191281,49,41.8,120.76,40.52,3.04
471,Naustdal,64,NO,1552190991,68,61.51,5.72,30.2,6.93
472,Qaqortoq,75,GL,1552189800,58,60.72,-46.03,26.6,3.36
473,Karpathos,0,GR,1552188000,62,35.51,27.21,59,5.82
474,Chilca,0,PE,1552190400,66,-13.22,-72.34,53.6,0.58
475,Meulaboh,48,ID,1552191282,100,4.14,96.13,78.77,5.73
476,Avera,1,US,1552191056,77,33.19,-82.53,62.6,10.2
477,Kruisfontein,88,ZA,1552191282,88,-34,24.73,65.27,10.98
478,Byron Bay,32,AU,1552191131,66,-28.65,153.62,96.8,18.34
479,Pisco,75,PE,1552190400,78,-13.71,-76.2,73.4,4.7
480,Ngunguru,88,NZ,1552190884,62,-35.62,174.5,73.99,5.99
481,Goure,0,NE,1552191284,20,13.98,10.27,73.64,11.77
482,Khonsa,44,IN,1552191284,87,26.99,95.51,61.54,2.48
483,Ust-Kuyga,20,RU,1552191284,74,70,135.55,-3.72,4.27
484,Pahrump,1,US,1552191193,42,36.21,-115.98,53.01,5.82
485,Ponnani,40,IN,1552190400,70,10.77,75.93,87.8,3.36
486,Mattru,0,SL,1552191285,91,7.62,-11.83,76.34,3.94
487,Tura,0,IN,1552191285,67,25.52,90.21,69.14,3.27
488,Marsabit,0,KE,1552191285,71,2.34,37.99,68.42,7.96
489,Ewo,44,CG,1552191285,96,-0.88,14.81,68.92,6.85
490,Hulan,0,IR,1552190400,86,34.23,47.18,30.2,4.7
491,Wajid,0,SO,1552191286,54,3.81,43.25,72.02,10.65
492,Port Hardy,5,CA,1552186800,69,50.7,-127.42,33.8,4.7
493,Cayenne,75,GF,1552190400,83,4.94,-52.33,78.8,9.17
494,Road Town,1,VG,1552191155,69,18.42,-64.62,77,13.87
495,Dapaong,76,TG,1552191248,71,10.86,0.2,76.79,2.82
496,Great Falls,1,US,1552191285,78,47.5,-111.29,21,1.7
497,Hibbing,90,US,1552190526,74,47.43,-92.94,30.2,8.86
498,Manadhoo,12,MV,1552191090,100,5.77,73.38,81.29,7.63
499,Boda,5,BD,1552188600,53,26.2,88.56,75.2,6.93
500,Karratha,0,AU,1552191287,18,-20.74,116.85,105.91,5.95
501,Humboldt,0,CA,1552191031,71,52.21,-105.12,2.72,7.63
502,Amahai,92,ID,1552191291,100,-3.31,129,76.79,10.54
503,Zhigalovo,24,RU,1552191291,50,54.81,105.15,17.08,5.5
504,Banjar,56,ID,1552191292,77,-7.37,108.54,81.29,3.94
505,Yumen,20,CN,1552191292,61,40.29,97.04,34.72,4.72
506,Grand Gaube,20,MU,1552191248,94,-20.01,57.66,82,4.7
507,Saint-Joseph,0,FR,1552191095,93,43.56,6.97,53.6,5.82
508,Dakar,0,SN,1552186800,93,14.69,-17.45,66.2,6.93
509,Dubti,0,ET,1552191296,81,11.74,41.09,67.3,4.16
510,Hobyo,92,SO,1552191296,87,5.35,48.53,77.47,16.13
511,Chapais,1,CA,1552186800,59,49.78,-74.86,1.4,6.93
512,Turek,88,PL,1552191243,64,52.02,18.5,39.99,11.01
513,Cedar City,1,US,1552190441,69,37.68,-113.06,33.8,4.7
514,Curaca,12,BR,1552191297,57,-8.99,-39.91,80.84,11.54
515,Auki,88,NG,1552191297,33,12.18,6.51,76.75,5.84
516,Tuatapere,0,NZ,1552191007,77,-46.13,167.69,60.01,10
517,Akropong,12,GH,1552191299,90,5.97,-0.09,70.45,3.15
518,Le Port,0,FR,1552191195,10,42.87,1.37,51.01,58
519,Broken Hill,12,AU,1552186800,16,-31.97,141.45,95,18.34
520,Cajabamba,76,EC,1552191301,95,-1.7,-78.77,45.7,1.59
521,Minokamo,75,JP,1552191029,93,35.44,137.02,52,9.17
522,Shar,36,NG,1552191301,93,7.3,8.73,74.77,8.63
523,Wadena,0,CA,1552191301,68,51.95,-103.8,3.4,7.4
524,Buala,36,SB,1552191302,100,-8.15,159.59,81.47,1.48
525,Dingli,0,MT,1552191059,100,35.86,14.38,57,3.36
526,Rochefort,90,FR,1552190476,87,45.94,-0.97,54,17.22
527,Mangai,80,CD,1552191304,99,-4.07,19.59,70.04,4.61
528,Port Blair,20,IN,1552186800,70,11.67,92.75,84.2,9.17
529,Graaff-Reinet,92,ZA,1552191305,96,-32.25,24.53,58.48,4.61
530,Swellendam,92,ZA,1552186800,77,-34.02,20.44,69.8,14.99
531,Fergus Falls,90,US,1552190934,92,46.28,-96.08,30.2,16.11
532,Campoverde,0,IT,1552191304,87,41.54,12.73,55,9.17
533,Polunochnoye,56,RU,1552191306,84,60.87,60.43,29.95,10.2
534,Puerto del Rosario,0,ES,1552188600,82,28.5,-13.86,62.6,17.22
535,Tipuani,64,BO,1552191306,89,-15.56,-68.02,67.07,1.92
536,Sisimiut,68,GL,1552191306,78,66.94,-53.67,5.96,1.03
537,Husainabad,0,IN,1552191307,51,24.53,84.02,70.81,3.94
538,Chimbote,0,PE,1552191307,89,-9.08,-78.59,71.62,6.17
539,Mayumba,88,GA,1552191307,97,-3.44,10.65,79.9,4.27
540,Kokino,75,RU,1552190400,95,53.16,34.12,35.6,6.71
541,Chicama,0,PE,1552190400,88,-7.84,-79.15,71.6,6.93
542,Maningrida,64,AU,1552191307,71,-12.05,134.23,88.09,17.81
543,Doka,0,SD,1552191308,44,13.52,35.76,64.19,7.29
544,Coahuayana,0,MX,1552191309,59,18.62,-100.35,67.93,2.04
545,Conde,76,BR,1552191309,89,-11.81,-37.61,79.27,6.85
546,Rio Grande,68,BR,1552191309,95,-32.03,-52.1,69.73,14.12
547,Verkhnevilyuysk,20,RU,1552191309,61,63.45,120.31,15.82,6.73
548,Walvis Bay,0,NA,1552190580,87,-22.95,14.51,62.01,8.05
549,Half Moon Bay,90,US,1552191306,76,37.46,-122.43,50,9.17
